tema_canonico,disciplina,especialidade,unidade,prioridade,forca_fonte,risco_clinico,evidencia_de_prova,source_ids,nota
Transtornos Mentais Orgânicos — Delirium,EISM,Psiquiatria,A_DEFINIR,alta,forte,alto,True,Del_rium_e_dem_ncia_docx__14314da2e4|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|Psiquiatria_TRANSTORNOS_MENTAIS_ORGA_NICOS_1___cafd7e9f74|Psiquiatria_TRANSTORNOS_MENTAIS_ORGA_NICOS__408a0a6c55|Transtornos_Org_nicos__65db2d2b7d,"UNIDADE NÃO DETERMINADA: não há slide em pasta de prova nem resumo em 'Resumos das Unidades' para este tema. Só a apostila (que o coloca após ansiedade, p.43) e 4 resumos sem rótulo de unidade. FATOS: delirium = alteração do NÍVEL de consciência (delírio = alteração do CONTEÚDO do pensamento) — distinção explicitamente ensinada em Del_rium_e_dem_ncia_docx; início súbito (horas a dias), curso breve e FLUTUANTE, piora ao entardecer (sundowning); neurotransmissor principal = ACETILCOLINA; fatores de risco = idade avançada, lesão cerebral preexistente (demência, tumor, DCV); presença de delirium é"
"Transtornos Mentais na Gravidez e no Puerpério (blues, depressão pós-parto, psicose puerperal, psicofármacos na gestação/lactação)",EISM,Psiquiatria,I_UNIDADE,alta,forte,alto,True,2_Transtornos_Mentais_na_Gravidez_e_No_Puerpe_rio__0efe14a107|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|Transtornos_mentais_e_comportamentais_relacionados_ao_puerpe__d60fdbc256,"CORREÇÃO IMPORTANTE PARA O SINTETIZADOR: no DOSSIE_EISM esta aula aparece como fonte ÚNICA e ESCANEADA (24p, ilegível) — parecia a maior lacuna da frente. Ela NÃO é: existe fonte NATIVA forte de 7p FORA do dossiê EISM, em 'Resumos das Unidades\SAÚDE MENTAL\I UNIDADE' (Karen Franca, P7A). O tema NÃO está no sumário da apostila Mariah. CONDUTAS DE RISCO ALTO (todas da fonte nativa): psicose puerperal instala-se nas 3 primeiras semanas, em geral 48-72h; incidência 2/1000 partos; é emergência, internação quase sempre necessária; 50% das puérperas com quadro psicótico maniforme evoluem para TAB. Am | Keyword 'puerperal/pós-parto' bateu em prova de EISCA (2ª prova), NÃO em EISM — o tema é interdisciplinar e pode ser cobrado fora de Saúde Mental. A tabela comparativa BLUES x DEPRESSÃO PÓS-PARTO é"
"Transtornos de Ansiedade (TAG, Transtorno de Pânico, fobias, agorafobia)",EISM,Psiquiatria,II_UNIDADE,alta,forte,medio,True,Ansiedade__886bbbe8f5|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|Transtorno_de_Ansiedade_e_de_P_nico__58a2231d19|Transtorno_de_ansiedade_II_unidade__d822ab75a3|Transtorno_de_ansiedade_docx__39af1dd7f3|Transtorno_de_ansiedade_docx_pdf_pdf__09bee4c93d,"Risco MÉDIO e não alto: o erro típico é diagnóstico, não letal — EXCETO o diagnóstico diferencial ataque de pânico x IAM/TEP/hipoglicemia/hipertireoidismo, que é conduta de emergência e não está bem desenvolvido em nenhuma fonte nativa (LACUNA). Neurotransmissores: NA, 5-HT, GABA (glutamato é o principal excitatório, em equilíbrio com GABA). TAG = ansiedade cotidiana aumentada, ≥6 meses; Pânico = ataques paroxísticos, mais medo que ansiedade. DUPLICATA EXATA: Transtorno_de_ansiedade_docx__39af1dd7f3 e Transtorno_de_ansiedade_docx_pdf_pdf__09bee4c93d são byte-idênticos (7670 chars, 387115 bytes | Ponto de alto rendimento clínico registrado na fonte: sintomas físicos de ansiedade só se confirmam como tal se precedidos de preocupação antecipatória catastrófica — o resto é diferencial orgânico"
Transtornos de Personalidade,EISM,Psiquiatria,A_DEFINIR,media,forte,medio,False,Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|TP__e87eacc7da|Transtorno_de_personalidade_docx__4a8370a909,"Unidade indeterminada — nenhum slide e nenhum resumo em 'Resumos das Unidades'. Estrutura: Grupo A (paranoide, esquizoide, esquizotípico — estranhos/excêntricos), Grupo B (antissocial, borderline, histriônico, narcisista — dramáticos/erráticos), Grupo C (evitativo, dependente, obsessivo-compulsivo — ansiosos/temerosos). PONTO DE RISCO: 'o suicídio é a maior causa de morte de pacientes com TP, principalmente os borderlines' (fonte TP.pdf) — conecta com o tema de risco de suicídio. Manejo do borderline inclui manejo de crises. Prioridade média, não baixa, porque o TP é comorbidade frequente de b"
Transtornos por Uso de Substâncias (álcool e outras drogas),EISM,Psiquiatria,III_UNIDADE,alta,forte,alto,True,A_lcool_e_Outras_Drogas__ebaba69a52|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|Psiquiatria_DEPENDE_NCIA_QUI_MICA__e854a68d79|Transtornos_por_abuso_de_substancias___136c015a4a|transtornos_por_uso_de_subst_ncias__554a1a793f,"ERRO FACTUAL NA FONTE (ver conflitos): o slide MISTA afirma 'Opiáceo - substâncias naturais derivadas do ópio (morfina, cocaína)' — COCAÍNA NÃO É OPIÁCEO, é estimulante. Provável anotação equivocada do aluno; não propagar. Estrutura conceitual sólida: classificação depressoras (álcool, BZD, inalantes, opiáceos/opioides) / estimulantes / perturbadoras; tríade droga-sociedade-indivíduo; fatores de proteção são individuais e o que protege um pode vulnerabilizar outro; nicotina tem maior chance de dependência (início rápido, efeito curto); CID-10 separa uso nocivo de síndrome de dependência (12 cr"
"Síndrome de Abstinência Alcoólica, Delirium Tremens e Encefalopatia de Wernicke-Korsakoff",EISM,Psiquiatria / Emergência,III_UNIDADE,alta,forte,alto,False,A_lcool_e_Outras_Drogas__ebaba69a52|Mariah_Carvalho_Mo_dulo_Sau_de_Mental__2b7d072985|Psiquiatria_DEPENDE_NCIA_QUI_MICA__e854a68d79|Transtornos_por_abuso_de_substancias___136c015a4a|transtornos_por_uso_de_subst_ncias__554a1a793f,"CONFLITO DE DOSE DE TIAMINA ENTRE AS TRÊS FONTES (ver conflitos) — item de risco alto não resolvido. FATOS convergentes: tiamina SEMPRE antes ou junto da glicose (glicose sem tiamina precipita Wernicke); tríade de Wernicke = confusão mental + nistagmo/alteração oculomotora + ataxia; SAA inicia horas após a interrupção, pico em 24-36h, autolimitada em 7-10 dias em 90% (leve a moderada); convulsão é o único sintoma grave PRECOCE (~24h); DT ocorre em 72-96h (24-150h) em ~5% das SAA; tríade do DT = confusão mental + rebaixamento da consciência + alucinações vívidas (visuais zoopsias/filamentares e"
Banco de estações OSCE modeladas com comandos e gabarito,OSCE,OSCE (banco de casos),A_DEFINIR,alta,forte,alto,False,OSCE___42cf2d83f0,"FATO — as 5 estações: (1) NEUROLOGIA — homem 67 anos, diabético, hemiparesia esquerda + disartria há 1 dia; comandos: hipótese, realizar exame físico, interpretar TC, conduta (resposta: AVE, Cincinnati sorria/abrace/fale, lesão hipodensa à esquerda = isquêmico, >24 h logo conduta conservadora com controle pressórico se PA >220/120, controle glicêmico e antiagregante). (2) UROLOGIA — homem 60 anos, LUTS, próstata 55 g, PSA 4, relação livre/total >10%; comandos: hipótese, descrever o toque retal esperado, orientar tratamento (HPB; próstata aumentada, consistência adenomatosa, sem nódulos; terapi"
Formato e roteiro geral da estação OSCE do P7,OSCE,OSCE (metodologia),A_DEFINIR,alta,media,baixo,False,FACILITA_OSCE_1___6c6a714b3e|OSCE___42cf2d83f0,"FATO (roteiro reconstruído das duas fontes, convergentes): cumprimentar e se apresentar como médico responsável → lavar/higienizar as mãos → ler o prontuário/caso e os COMANDOS → avisar o paciente que vai examiná-lo, pedir licença e retirar o pano que cobre o boneco → procurar FIGURAS COLADAS NO MANEQUIM começando pela cabeça, depois tronco, MMSS, MMII (levantar e olhar calcanhares) e virar o boneco para dorso e região sacral, mencionando qualquer úlcera → ler os exames laboratoriais e de imagem disponíveis (o FACILITA avisa: 'eles não estão ali à toa') → formular e ANUNCIAR a hipótese conform"
"OSCE Endocrinologia — diabetes, tireoidopatias, Cushing e hiperfunção hipofisária",OSCE,OSCE / Endocrinologia,A_DEFINIR,alta,forte,alto,False,FACILITA_OSCE_1___6c6a714b3e|OSCE_ENDOCRINOLOGIA__4796d07aed|OSCE___42cf2d83f0,"FATO: a tabela de OSCE-Endocrino organiza cada doença em DOENÇA / SINAIS-SINTOMAS / EXAME FÍSICO / DIAGNÓSTICO / TRATAMENTO / OUTROS — formato que a skill deve espelhar. Para DM o exame físico cobrado é concreto: circunferência abdominal, peso, IMC, inspeção dos pés em busca de lesões, PA, temperatura perna versus pé, pulsos tibiais, fundo de olho e albuminúria. Corte diagnóstico: glicemia 100-125 = pré-diabetes, HbA1c 5,7-6,4%, pós-prandial 140-200; regra de dois testes; verificar TFG antes de prescrever (contraindicação em TFG abaixo do limiar citado); ajuste de unidades de insulina pré-pran"
"OSCE Nefrologia — síndromes glomerulares, glomerulopatias, DRC e injúria renal aguda",OSCE,OSCE / Nefrologia,A_DEFINIR,alta,forte,alto,False,FACILITA_OSCE_1___6c6a714b3e|OSCE_NEFROLOGIA__c1940d57ac|OSCE___42cf2d83f0,"FATO: nefrótica = início progressivo, edema generalizado, proteinúria 24 h >3,5 g, hipoalbuminemia, hiperlipidemia com ↑LDL, HAS; investigar esquistossomose, estrongiloidíase, hepatites B/C e HIV; tratar com IECA (captopril), diurético de alça e estatina. Nefrítica = hematúria súbita, proteinúria <3,5 g, oligúria <400 mL/dia, edema periorbitário. Diferenciação por complemento e sorologia (lúpica com anti-DNA+ e complemento consumido versus IgA com FAN e anti-DNA negativos). FACILITA cobre também lesão mínima, GESF, membranoproliferativa, membranosa, GNRP, Goodpasture, Henoch-Schönlein, amiloid"
"OSCE Neurologia — AVC isquêmico, AVC hemorrágico, AIT, coma e TCE",OSCE,OSCE / Neurologia,A_DEFINIR,alta,forte,alto,False,FACILITA_OSCE_1___6c6a714b3e|OSCE_NEUROLOGIA__2cfa60427a|OSCE___42cf2d83f0,"FATO: janela de trombólise até 4,5 h com NIHSS ≥4 — alteplase 0,9 mg/kg, 10% em bolus e 90% em bomba de infusão em 1 h, em UTI, aguardar 24 h; controle pressórico com nitroprussiato se PA >185/110 mmHg antes da trombólise e >220/120 mmHg quando não trombolisa. Trombectomia mecânica até 6 h com NIHSS ≥6, sobretudo em grandes vasos (a. cerebral média). Antiagregação AAS 75-300 mg/dia ou clopidogrel 75 mg/dia. TC: isquêmico hipodenso e visível só após ~24 h; hemorrágico hiperdenso imediato. CI de trombólise citadas: AVC recente, TCE <3 meses, coagulopatias. OSCE_NEUROLOGIA acrescenta trombose de "
"OSCE Pediatria — pneumonia, asma, diarreia com desidratação, aleitamento materno e assistência ao recém-nascido",OSCE,OSCE / Pediatria,A_DEFINIR,alta,forte,alto,False,FACILITA_OSCE_1___6c6a714b3e|OSCE_PEDIATRIA__13530307b6|OSCE___42cf2d83f0,"FATO: cortes de taquipneia por faixa etária — <2 meses >60, 2-11 meses >50, 12-59 meses >40, 5-8 anos >35, >8 anos >20 irpm. Pneumonia: leucócitos 15.000-40.000 ou <5.000 (mau prognóstico); lobar com opacificação homogênea, broncograma aéreo, pneumococo; intersticial distinta. Plano C pediátrico (fonte Giulianna): expansão em <5 anos com 20 mL/kg de SF a cada 30 min, repetindo até melhora; se desnutrição grave 10 mL/kg a cada 30 min; manutenção SG 5% + SF 4:1 pelo volume de Holliday-Segar + KCl 10% 2 mL a cada 100 mL em 24 h; reavaliar até duas diureses e desaparecimento dos sinais. SOBREPOSIÇ"
"OSCE Urologia — litíase, hiperplasia prostática benigna, câncer de próstata, câncer renal e trauma urogenital",OSCE,OSCE / Urologia,A_DEFINIR,alta,forte,alto,False,FACILITA_OSCE_1___6c6a714b3e|OSCE_UROLOGIA__ed33b549c4|OSCE___42cf2d83f0,"FATO: litíase — dor lombar em cólica unilateral irradiando para a pelve, náusea e vômito; cálculo parado no rim NÃO dói, só ao migrar; febre indica pielonefrite obstrutiva com risco de sepse; Giordano positivo se obstrução completa com acometimento capsular; RED FLAGS explícitas na fonte: taquipneia, rebaixamento de consciência, hipotensão, febre, taquicardia; USG de vias urinárias. HPB: próstata >40 g e sintomático → tratamento medicamentoso (terapia tripla tansulosina + dutasterida + tadalafila, contraindicada com nitrato); <40 g conduta distinta; biópsia se velocidade de PSA >0,75 ng/dL/ano"
